iR33,dir,file,fileDate,targ,zaTarg,proj,year,author1,Source,Reaction,dataType,x4,Emin,Emax,Egamma,Units,Theta,nData
2379,o6d,o6dp0a,2006-06-23T00:00:00,16O,8016,d,1982,M.Berti,"M.Berti and A.V.Drigo Nucl.Instrum. Methods 201 (1982) 476","16O(d,p0)17O","NRA","D0131002",545.8,658.2,"",mb,150,31
2380,o6d,o6dp0b,2006-06-23T00:00:00,16O,8016,d,1964,G.Amsel,"G.Amsel Ann. Phys. 9 (1964) 297","16O(d,p0)17O","NRA","D0086005",950.0,1980.0,"",mb,87,112
2381,o6d,o6dp0d,2006-06-23T00:00:00,16O,8016,d,1979,R.A.Jarjis,"R.A.Jarjis, Int.Rep., U. of Manchester(1979)","16O(d,p0)17O","NRA","",20.0,3000.0,"",mb,135,150
2382,o6d,o6dp0e,2006-06-23T00:00:00,16O,8016,d,1964,H.C.Kim,"H.C. Kim et al. Nucl. Phys. 57 (1964) 526","16O(d,p0)17O","NRA","C1438002",786.0,1693.0,"",mb,164.25,121
2383,o6d,o6dp0f,2006-06-23T00:00:00,16O,8016,d,1964,H.C.Kim,"H.C. Kim et al. Nucl. Phys. 57 (1964) 526","16O(d,p0)17O","NRA","C1438002",789.0,1698.0,"",mb,142.2,105
2384,o6d,o6dp0g,2006-06-23T00:00:00,16O,8016,d,2004,A.Gurbich,"A. Gurbich, S. Molodtsov, Nucl. Instr. Meth. B 226 (2004) 637","16O(d,p0)17O","NRA","O1225003",700.0,1800.0,"",mb,150,109
2385,o6d,o6dp0h,2013-06-19T10:14:33,16O,8016,d,1964,H.C.Kim,"H.C.Kim+(1964), Jour. Nuclear Physics, Vol.57, p.526","16O(d,p0)17O","NRA","C1438002",790.0,1684.0,"",mb,127.4,94
2386,o6d,o6dp0i,2006-06-23T00:00:00,16O,8016,d,1963,R.F.Seiler,"R.F.Seiler et al. Nucl.Phys. v.45 (1963) 647","16O(d,p0)17O","NRA","C1030003",720.0,2119.0,"",mb,164.25,300
2387,o6d,o6dp0k,2006-06-23T00:00:00,16O,8016,d,1977,G.Debras,"G. Debras, G. Deconninck, J. Rad. Chem. 38 (1977) 193","16O(d,p0)17O","NRA","D0144005",510.0,2957.0,"",mb,135,111
2388,o6d,o6dp0s,2009-04-10T00:00:00,16O,8016,d,1962,G.Calvi,"G.Calvi, et al. Nuclear Physics v.38 (1962) 436","16O(d,p0)17O","NRA","F1035004",797.5,2000.4,"",mb,90,12
2389,o6d,o6dp0t,2009-04-10T00:00:00,16O,8016,d,1962,G.Calvi,"G.Calvi, et al. Nuclear Physics v.38 (1962) 436","16O(d,p0)17O","NRA","F1035004",787.55,1942.2,"",mb,90,14
2390,o6d,o6dp0u,2009-07-03T00:00:00,16O,8016,d,1970,N.E.Davison,"N.E.Davison, et al. Canadian Journal of Physics v.48 (1970) 2235","16O(d,p0)17O","NRA","F1053012",3997.0,5997.3003,"",mb,65,195
2391,o6d,o6dp0v,2009-07-03T00:00:00,16O,8016,d,1970,N.E.Davison,"N.E.Davison, et al. Canadian Journal of Physics v.48 (1970) 2235","16O(d,p0)17O","NRA","F1053012",4204.9,6014.6997,"",mb,90,179
2392,o6d,o6dp0w,2009-07-03T00:00:00,16O,8016,d,1970,N.E.Davison,"N.E.Davison, et al. Canadian Journal of Physics v.48 (1970) 2235","16O(d,p0)17O","NRA","F1053012",3998.4,5820.4004,"",mb,115,172
2393,o6d,o6dp0x,2009-07-03T00:00:00,16O,8016,d,1970,N.E.Davison,"N.E.Davison, et al. Canadian Journal of Physics v.48 (1970) 2235","16O(d,p0)17O","NRA","F1053012",4002.7,6030.4,"",mb,145,160
2394,o6d,o6dp0y,2009-07-03T00:00:00,16O,8016,d,1970,N.E.Davison,"N.E.Davison, et al. Canadian Journal of Physics v.48 (1970) 2235","16O(d,p0)17O","NRA","F1053013",4004.7998,6035.6997,"",mb,165,150
2395,o6d,o6dp1a,2006-06-23T00:00:00,16O,8016,d,1973,A.Turos,"A.Turos Phys.Stat.Sol.(a) 16 (1973) 213","16O(d,p1)17O","NRA","D0098002",758.9,953.6,"",mb,145,20
2396,o6d,o6dp1b,2007-06-05T00:00:00,16O,8016,d,1971,G.Amsel,"G.Amsel Nucl.Instrum. Methods 92 (1971) 484","16O(d,p1)17O","NRA","",415.9,1113.9,"",mb,165,106
2397,o6d,o6dp1d,2006-06-23T00:00:00,16O,8016,d,1988,V.A.Karabash,"V.A.Karabash,A.N.Sosnin and V.S.Shorin Voprosy Atomnoy Nauky i Technicky, Yadernie Constanty No.3 (1988) 31 (in Russian)","16O(d,p1)17O","NRA","F0838002",726.0,998.0,"",mb,150,30
2398,o6d,o6dp1e,2006-06-23T00:00:00,16O,8016,d,1993,V.Quillet,"V.Quillet et al. Nucl.Instrum. & Meth. v.B83 (1993) 47","16O(d,p1)17O","NRA","O0817007",857.0,857.0,"",mb,150,1
2399,o6d,o6dp1f,2006-06-23T00:00:00,16O,8016,d,1983,J.A.Davies,"J.A.Davies, T.E.Jackman, H.Plattner, I.Bubb, Nucl.Instr.& Meth. v.218 (1983) p.141","16O(d,p1)17O","NRA","C0192002",972.0,972.0,"",mb,150,1
2400,o6d,o6dp1g,2006-06-23T00:00:00,16O,8016,d,2004,A.Gurbich,"A. Gurbich, S. Molodtsov, Nucl. Instr. Meth. B 226 (2004) 637","16O(d,p1)17O","NRA","O1225003",700.0,1800.0,"",mb,150,110
2401,o6d,o6dp1i,2006-06-23T00:00:00,16O,8016,d,2003,W.Jiang,"W.Jiang et al. Nucl. Instr. Meth. B207 (2003) 453","16O(d,p1)17O","NRA","",701.0,1057.0,"",mb,150,74
2402,o6d,o6dp1j,2006-06-23T00:00:00,16O,8016,d,1991,W.N.Lennard,"W.N.Lennard et al. Nucl. Instr. and Meth. B61 (1991) 1","16O(d,p1)17O","NRA","C1515003",735.0,1182.0,"",mb,150,31
2403,o6d,o6dp1k,2006-06-23T00:00:00,16O,8016,d,1980,J.A.Davies,"J.A. Davies, P.R. Norton, Nucl. Instr. and Meth. 168 (1980) 611","16O(d,p1)17O","NRA","C1537002",972.0,972.0,"",mb,150,1
2404,o6d,o6dp1l,2006-06-23T00:00:00,16O,8016,d,1989,W.N.Lennard,"W.N. Lennard et al. Nucl. Instr. and Meth. B43 (1989) 187","16O(d,p1)17O","NRA","",972.0,972.0,"",mb,150,1
2405,o6d,o6dp1m,2006-06-23T00:00:00,16O,8016,d,1964,H.C.Kim,"H.C. Kim et al. Nucl. Phys. 57 (1964) 526","16O(d,p1)17O","NRA","C1438002",791.0,1713.0,"",mb,164.25,135
2406,o6d,o6dp1n,2006-06-23T00:00:00,16O,8016,d,1964,H.C.Kim,"H.C. Kim et al. Nucl. Phys. 57 (1964) 526","16O(d,p1)17O","NRA","C1438002",791.0,1700.0,"",mb,142.2,106
2407,o6d,o6dp1o,2013-08-20T16:12:37,16O,8016,d,1964,H.C.Kim,"H.C.Kim+(1964), Jour. Nuclear Physics, Vol.57, p.526","16O(d,p1)17O","NRA","C1438002",787.9,1699.0,"",mb,127.4,104
2408,o6d,o6dp1p,2006-06-23T00:00:00,16O,8016,d,1963,R.F.Seiler,"R.F.Seiler et al. Nucl.Phys. v.45 (1963) 647","16O(d,p1)17O","NRA","C1030003",722.0,2121.0,"",mb,164.25,293
2409,o6d,o6dp1r,2006-06-23T00:00:00,16O,8016,d,1977,G.Debras,"G. Debras, G. Deconninck, J. Anal. Chem. 38 (1977) 193","16O(d,p1)17O","NRA","D0144005",513.0,2968.0,"",mb,135,121
2410,o6d,o6dp1s,2007-03-20T00:00:00,16O,8016,d,1973,S.Cavallaro,"S.Cavallaro et al. Il Nuovo Cimento, 14A (1973) 692","16O(d,p1)17O","NRA","D0152001",980.0,1970.0,"",mb,150,18
2411,o6d,o6dp1u,2009-04-10T00:00:00,16O,8016,d,1962,G.Calvi,"G.Calvi, et al. Nuclear Physics v.38 (1962) 436","16O(d,p1)17O","NRA","",806.13,1989.7,"",mb,90,13
2412,o6d,o6dp1v,2009-04-10T00:00:00,16O,8016,d,1962,G.Calvi,"G.Calvi, et al. Nuclear Physics v.38 (1962) 436","16O(d,p1)17O","NRA","",791.85,1927.1,"",mb,90,14
2413,o6d,o6dp1w,2009-07-03T00:00:00,16O,8016,d,1970,N.E.Davison,"N.E.Davison, et al. Canadian Journal of Physics v.48 (1970) 2235","16O(d,p1)17O","NRA","F1053012",3994.2998,5982.0,"",mb,65,197
2414,o6d,o6dp1x,2009-07-03T00:00:00,16O,8016,d,1970,N.E.Davison,"N.E.Davison, et al. Canadian Journal of Physics v.48 (1970) 2235","16O(d,p1)17O","NRA","F1053012",3987.7998,5994.1,"",mb,90,197
2415,o6d,o6dp1y,2009-07-03T00:00:00,16O,8016,d,1970,N.E.Davison,"N.E.Davison, et al. Canadian Journal of Physics v.48 (1970) 2235","16O(d,p1)17O","NRA","F1053012",3988.0,6000.6,"",mb,115,149
2416,o6d,o6dp1z,2009-07-03T00:00:00,16O,8016,d,1970,N.E.Davison,"N.E.Davison, et al. Canadian Journal of Physics v.48 (1970) 2235","16O(d,p1)17O","NRA","F1053013",4071.4998,6005.9,"",mb,145,156
2417,o6d,o6dp1_a,2009-07-03T00:00:00,16O,8016,d,1970,N.E.Davison,"N.E.Davison, et al. Canadian Journal of Physics v.48 (1970) 2235","16O(d,p1)17O","NRA","F1053014",4957.3003,6007.4,"",mb,165,103
2418,o6d,o6dp3a,2009-07-03T00:00:00,16O,8016,d,1970,N.E.Davison,"N.E.Davison, et al. Canadian Journal of Physics v.48 (1970) 2235","16O(d,p3)17O","NRA","F1053015",5086.5,6002.1,"",mb,65,89
2419,o6d,o6dp3b,2009-07-03T00:00:00,16O,8016,d,1970,N.E.Davison,"N.E.Davison, et al. Canadian Journal of Physics v.48 (1970) 2235","16O(d,p3)17O","NRA","F1053015",4491.3003,6007.1,"",mb,90,146
2420,o6d,o6dp3c,2009-07-03T00:00:00,16O,8016,d,1970,N.E.Davison,"N.E.Davison, et al. Canadian Journal of Physics v.48 (1970) 2235","16O(d,p3)17O","NRA","F1053015",5035.6,6009.1,"",mb,145,98
2421,o6d,o6dp3d,2009-07-03T00:00:00,16O,8016,d,1970,N.E.Davison,"N.E.Davison, et al. Canadian Journal of Physics v.48 (1970) 2235","16O(d,p3)17O","NRA","F1053015",4934.5,6008.8,"",mb,165,105
2422,o6d,o6dpga,2011-07-07T00:00:00,16O,8016,d,2000,Z.Elekes,"Z.Elekes et al. Nucl. Instr. & Meth. B168 (2000) 305","16O(d,pg1-0)17O","PIGE,NRA","O0875018",700.0,3400.0,"870.7",yield,135,26
2423,o6d,o6dpgb,2013-10-14T16:58:59,16O,8016,d,2006,G.A.Sziki,"G.A.Sziki+(2006), Jour. Nucl. Instrum. Methods in Physics Res., Sect.B, Vol.251, p.343","16O(d,pg1-0)17O","PIGE,NRA","D4155005",600.0,2000.0,"871.0",mb,60,43
2424,o6h,o6ha0a,2006-06-23T00:00:00,16O,8016,3He,1990,F.Abel,"F. Abel et al. Nucl. Instr. Meth. B45 (1990) 100","16O(3He,a0)15O","NRA","D0326002",1586.0,2586.0,"",mb,90,212
2425,o6h,o6ha0b,2007-07-10T00:00:00,16O,8016,3He,1989,W.N.Lennard,"W.N. Lennard et al. Nucl. Instr. & Meth. B43 (1989) 187","16O(3He,a0)15O","NRA","C0198003",2379.0,2379.0,"",mb,153.7,1
2426,o6h,o6ha0c,2009-09-15T00:00:00,16O,8016,3He,1965,W.P.Alford,"W.P. Alford et al. Nuclear Physics 61 (1965) 368","16O(3He,a0)15O","NRA","",8019.9004,10006.0,"",mb,75,90
2427,o6h,o6ha0d,2009-09-15T00:00:00,16O,8016,3He,1965,W.P.Alford,"W.P. Alford et al. Nuclear Physics 61 (1965) 368","16O(3He,a0)15O","NRA","",8020.0005,10006.0,"",mb,150,79
2428,o6h,o6hh0a,2010-03-12T00:00:00,16O,8016,3He,1967,H.Ropke,"H.Ropke et al. Nuclear Physics A97 (1967) 609","16O(3He,3He0)16O","EBS","F1075002",4405.7,5299.9,"",rr,75,12
2429,o6h,o6hh0b,2010-03-12T00:00:00,16O,8016,3He,1967,H.Ropke,"H.Ropke et al. Nuclear Physics A97 (1967) 609","16O(3He,3He0)16O","EBS","F1075002",4500.0,5502.4,"",rr,79.4,19
2430,o6h,o6hh0c,2010-03-12T00:00:00,16O,8016,3He,1967,H.Ropke,"H.Ropke et al. Nuclear Physics A97 (1967) 609","16O(3He,3He0)16O","EBS","F1075002",4502.6997,5597.0996,"",rr,90,16
2431,o6h,o6hh0d,2010-03-12T00:00:00,16O,8016,3He,1967,H.Ropke,"H.Ropke et al. Nuclear Physics A97 (1967) 609","16O(3He,3He0)16O","EBS","F1075002",4495.8,5495.3,"",rr,99.7,17
2432,o6h,o6hh0e,2010-03-12T00:00:00,16O,8016,3He,1967,H.Ropke,"H.Ropke et al. Nuclear Physics A97 (1967) 609","16O(3He,3He0)16O","EBS","F1075002",4500.1997,5447.7,"",rr,115.4,20
2433,o6h,o6hh0f,2010-03-12T00:00:00,16O,8016,3He,1967,H.Ropke,"H.Ropke et al. Nuclear Physics A97 (1967) 609","16O(3He,3He0)16O","EBS","F1075002",4496.3003,5299.0,"",rr,120,12
2434,o6h,o6hh0g,2010-03-12T00:00:00,16O,8016,3He,1967,H.Ropke,"H.Ropke et al. Nuclear Physics A97 (1967) 609","16O(3He,3He0)16O","EBS","F1075002",4501.0,5504.6,"",rr,142.6,21
2435,o6h,o6hh0h,2010-03-12T00:00:00,16O,8016,3He,1967,H.Ropke,"H.Ropke et al. Nuclear Physics A97 (1967) 609","16O(3He,3He0)16O","EBS","F1075002",4501.6997,5396.4,"",rr,165,14
2436,o6h,o6hh0i,2010-04-07T00:00:00,16O,8016,3He,1965,W.P.Alford,"W.P. Alford et al. Nuclear Physics v.61 (1965) 368","16O(3He,3He0)16O","EBS","F1066005",8095.8003,9997.4,"",ru,61.51,21
2437,o6h,o6hp0a,2007-07-10T00:00:00,16O,8016,3He,1989,W.N.Lennard,"W.N. Lennard et al. Nucl. Instr. & Meth. B43 (1989) 187","16O(3He,p0)18F","NRA","C0198002",2392.0,2392.0,"",mb,153.7,1
2438,o6h,o6hp1a,2007-07-10T00:00:00,16O,8016,3He,1989,W.N.Lennard,"W.N. Lennard et al. Nucl. Instr. & Meth. B43 (1989) 187","16O(3He,p1)18F","NRA","C0198002",2392.0,2392.0,"",mb,153.7,1
2439,o6h,o6hp2a,2007-07-10T00:00:00,16O,8016,3He,1989,W.N.Lennard,"W.N. Lennard et al. Nucl. Instr. & Meth. B43 (1989) 187","16O(3He,p2)18F","NRA","C0198002",2392.0,2392.0,"",mb,153.7,1
2440,o6h,o6hp3a,2007-07-10T00:00:00,16O,8016,3He,1989,W.N.Lennard,"W.N. Lennard et al. Nucl. Instr. & Meth. B43 (1989) 187","16O(3He,p3)18F","NRA","C0198002",2392.0,2392.0,"",mb,153.7,1
2441,o6h,o6hp4a,2007-07-10T00:00:00,16O,8016,3He,1989,W.N.Lennard,"W.N. Lennard et al. Nucl. Instr. & Meth. B43 (1989) 187","16O(3He,p4)18F","NRA","C0198002",2392.0,2392.0,"",mb,153.7,1
2442,o6h,o6hp5a,2007-07-10T00:00:00,16O,8016,3He,1989,W.N.Lennard,"W.N. Lennard et al. Nucl. Instr. & Meth. B43 (1989) 187","16O(3He,p5)18F","NRA","C0198002",2392.0,2392.0,"",mb,153.7,1
2443,o6h,o6hp6a,2007-07-10T00:00:00,16O,8016,3He,1989,W.N.Lennard,"W.N. Lennard et al. Nucl. Instr. & Meth. B43 (1989) 187","16O(3He,p6)18F","NRA","C0198002",2392.0,2392.0,"",mb,153.7,1
2444,o6l,o6ll0a,2006-06-23T00:00:00,16O,8016,7Li,1988,E.Rauhala,"E. Rauhala and J. R?is?nen. Nucl. Instr. Meth. B35 (1988) 7","16O(7Li,7Li0)16O","EBS","O0869002",2750.0,6250.0,"",mb,170,17
2445,o6p,o6pg0a,2009-06-30T00:00:00,16O,8016,p,1997,R.Morlock,"R.Morlock et al. Physical Review Letters v.79 (1997) 3837","16O(p,g0)17F","PIGE,NRA","",326.01,3741.3,"",ru,90,177
2446,o6p,o6pg0b,2014-02-03T13:19:37,16O,8016,p,1973,C.Rolfs,"C.Rolfs(1973), Jour. Nuclear Physics, Section A, Vol.217, p.29","16O(p,g0)17F","PIGE,NRA","C0175002",600.0,3100.0,"",mb,0,38
2447,o6p,o6pg0c,2014-02-03T13:20:17,16O,8016,p,1973,C.Rolfs,"C.Rolfs(1973), Jour. Nuclear Physics, Section A, Vol.217, p.29","16O(p,g0)17F","PIGE,NRA","C0175002",600.0,3100.0,"",mb,90,36
2448,o6p,o6pg1a,2009-06-30T00:00:00,16O,8016,p,1997,R.Morlock,"R.Morlock et al. Physical Review Letters v.79 (1997) 3837","16O(p,g1)17F","PIGE,NRA","",239.35,3750.0,"",ru,90,138
2449,o6p,o6pg1b,2014-02-03T13:20:56,16O,8016,p,1973,C.Rolfs,"C.Rolfs(1973), Jour. Nuclear Physics, Section A, Vol.217, p.29","16O(p,g1)17F","PIGE,NRA","C0175002",600.0,3100.0,"",mb,0,37
2450,o6p,o6pg1c,2014-02-03T13:21:50,16O,8016,p,1973,C.Rolfs,"C.Rolfs(1973), Jour. Nuclear Physics, Section A, Vol.217, p.29","16O(p,g1)17F","PIGE,NRA","C0175002",300.0,3100.0,"",mb,90,41
2451,o6p,o6pga,2014-02-04T16:04:22,16O,8016,p,1958,Hester te,"Hester te al., Phys. Rev. 111 (1958) 1604. NACRE Compilation Nucl. Phys. A 656 (1999) 3-183.","16O(p,g)17F","PIGE,NRA","C0174002",140.0,170.0,"",tot,360,6
2452,o6p,o6pgb,2014-02-05T10:06:19,16O,8016,p,1959,N.Tanner,"N. Tanner, Phys. Rev. 114 (1959) 1060. NACRE Compilation Nucl. Phys. A 656 (1999) 3-183.","16O(p,g)17F","PIGE,NRA","C0173002",265.0,580.0,"",tot,360,4
2453,o6p,o6pp0a,2006-06-23T00:00:00,16O,8016,p,1985,M.Luomajarvi,"M.Luomajarvi et al. Nucl.Instrum.Methods v.B9 (1985) 255","16O(p,p0)16O","EBS","F0059002",704.0,2421.6,"",rr,170,25
2454,o6p,o6pp0aa,2013-06-28T11:41:14,16O,8016,p,1965,V.Gomes,"V.Gomes+(1965), Jour. Nuclear Physics, Vol.68, p.417","16O(p,p0)16O","EBS","D0323003",2482.1,2810.5,"",mb,149.5,28
2455,o6p,o6pp0ab,2013-06-28T11:43:20,16O,8016,p,1965,V.Gomes,"V.Gomes+(1965), Jour. Nuclear Physics, Vol.68, p.417","16O(p,p0)16O","EBS","D0323003",2472.7,2807.3,"",mb,103.5,27
2456,o6p,o6pp0b,2006-06-23T00:00:00,16O,8016,p,1957,N.Jarmie,"N.Jarmie and J.D.Seagrove Los Alamos Report LA-2014 (1957)","16O(p,p0)16O","EBS","",2000.0,4520.0,"",mb,167.3,47
2457,o6p,o6pp0c,2006-06-23T00:00:00,16O,8016,p,1991,Yang Guohua,"Yang Guohua et al. Nucl.Instr.& Meth. v.B61 (1991) 175","16O(p,p0)16O","EBS","F0569005",2700.0,3100.0,"",rr,170,5
2458,o6p,o6pp0d,2006-06-23T00:00:00,16O,8016,p,0,H.C.Chow,"H.C.Chow et al. CAN. J. PHYS. VOL. 53, 1975 p.1672.","16O(p,p0)16O","EBS","",385.5,1790.3,"",mb,170.9,15
2459,o6p,o6pp0e,2006-06-23T00:00:00,16O,8016,p,1983,M.Braun,"M.Braun, T.Fried Zeitschrift fur Physik A 311 (1983) 173","16O(p,p0)16O","EBS","D0124002",581.0,1944.0,"",mb,160,28
2460,o6p,o6pp0f,2006-06-23T00:00:00,16O,8016,p,1983,M.Braun,"M.Braun, T.Fried Zeitschrift fur Physik A 311 (1983) 173","16O(p,p0)16O","EBS","D0124002",588.0,1943.0,"",mb,135,28
2461,o6p,o6pp0g,2006-06-23T00:00:00,16O,8016,p,1983,M.Braun,"M.Braun, T.Fried Zeitschrift fur Physik A 311 (1983) 173","16O(p,p0)16O","EBS","D0124002",596.0,1943.0,"",mb,110,28
2462,o6p,o6pp0h,2009-10-11T00:00:00,16O,8016,p,1993,Amirikas,"Amirikas, R., Jamieson, D.N. and Dooley, S.P. Nucl. Instr. and Meth. B77 (1993) 110.","16O(p,p0)16O","EBS","",1000.0,3580.0,"",rr,170,243
2463,o6p,o6pp0i,2006-06-23T00:00:00,16O,8016,p,1965,Gomes,"Gomes et al. Nucl. Phys. 68 (1965) 417","16O(p,p0)16O","EBS","D0323002",2481.0,2812.0,"",rr,149.5,26
2464,o6p,o6pp0k,2006-06-23T00:00:00,16O,8016,p,2002,A.R.Ramos,"A.R. Ramos et al., Nucl. Instr. Meth. B190 (2002) 95","16O(p,p0)16O","EBS","D0078005",748.0,2499.0,"",mb,178,27
2465,o6p,o6pp0l,2008-12-30T00:00:00,16O,8016,p,1962,R.W.Harris,"R.W.Harris et al. Nuclear Physics v.38 (1962) 259","16O(p,p0)16O","EBS","F1013002",3436.5999,5094.0,"",mb,60.71,70
2466,o6p,o6pp0m,2008-12-30T00:00:00,16O,8016,p,1962,R.W.Harris,"R.W.Harris et al. Nuclear Physics v.38 (1962) 259","16O(p,p0)16O","EBS","F1013002",3462.7,5662.2,"",mb,99.93,83
2467,o6p,o6pp0n,2008-12-30T00:00:00,16O,8016,p,1962,R.W.Harris,"R.W.Harris et al. Nuclear Physics v.38 (1962) 259","16O(p,p0)16O","EBS","F1013002",3427.4001,5749.3,"",mb,86.42,125
2468,o6p,o6pp0o,2008-12-30T00:00:00,16O,8016,p,1962,R.W.Harris,"R.W.Harris et al. Nuclear Physics v.38 (1962) 259","16O(p,p0)16O","EBS","F1013002",3427.5999,5453.0,"",mb,111.26,89
2469,o6p,o6pp0p,2008-12-30T00:00:00,16O,8016,p,1962,R.W.Harris,"R.W.Harris et al. Nuclear Physics v.38 (1962) 259","16O(p,p0)16O","EBS","F1013002",3427.4001,5749.3,"",mb,86.42,125
2470,o6p,o6pp0q,2008-12-30T00:00:00,16O,8016,p,1962,R.W.Harris,"R.W.Harris et al. Nuclear Physics v.38 (1962) 259","16O(p,p0)16O","EBS","F1013002",3399.8,5623.0996,"",mb,122.23,102
2471,o6p,o6pp0r,2008-12-30T00:00:00,16O,8016,p,1962,R.W.Harris,"R.W.Harris et al. Nuclear Physics v.38 (1962) 259","16O(p,p0)16O","EBS","F1013002",3463.3,5622.4,"",mb,128.58,85
2472,o6p,o6pp0s,2008-12-30T00:00:00,16O,8016,p,1962,R.W.Harris,"R.W.Harris et al. Nuclear Physics v.38 (1962) 259","16O(p,p0)16O","EBS","F1013002",3404.5999,5624.3,"",mb,138.38,85
2473,o6p,o6pp0t,2008-12-30T00:00:00,16O,8016,p,1962,R.W.Harris,"R.W.Harris et al. Nuclear Physics v.38 (1962) 259","16O(p,p0)16O","EBS","F1013002",3422.5,5628.9,"",mb,147.5,107
2474,o6p,o6pp0u,2008-12-30T00:00:00,16O,8016,p,1962,R.W.Harris,"R.W.Harris et al. Nuclear Physics v.38 (1962) 259","16O(p,p0)16O","EBS","F1013002",3458.6,5657.1997,"",mb,160.06,86
2475,o6p,o6pp0v,2008-12-30T00:00:00,16O,8016,p,1962,R.W.Harris,"R.W.Harris et al. Nuclear Physics v.38 (1962) 259","16O(p,p0)16O","EBS","F1013002",3418.8,5453.1,"",mb,165.87,85
2476,o6p,o6pp0w,2009-06-30T00:00:00,16O,8016,p,1997,R.Morlock,"R.Morlock et al. Physical Review Letters v.79 (1997) 3837","16O(p,p0)16O","EBS","",548.08997,3578.3,"",rr,90,172
2477,o6p,o6pp0x,2009-06-30T00:00:00,16O,8016,p,1997,R.Morlock,"R.Morlock et al. Physical Review Letters v.79 (1997) 3837","16O(p,p0)16O","EBS","",550.05005,3577.2,"",rr,120,124
2478,o6p,o6pp0y,2013-06-28T11:37:58,16O,8016,p,1965,V.Gomes,"V.Gomes+(1965), Jour. Nuclear Physics, Vol.68, p.417","16O(p,p0)16O","EBS","D0323003",2472.8,2806.1,"",mb,122.5,26
2479,o6p,o6pp0z,2013-06-28T11:39:33,16O,8016,p,1965,V.Gomes,"V.Gomes+(1965), Jour. Nuclear Physics, Vol.68, p.417","16O(p,p0)16O","EBS","D0323003",2481.4,2810.4,"",mb,138.1,27
2480,o8a,o8aa0a,2006-06-23T00:00:00,18O,8018,a,1964,Powers,"Powers, D., Blair, J.K., Ford, J.L.C. Jr. and Willard, H.B. Phys. Rev. 134 (1964) B1237.","18O(a,a0)18O","EBS","",2421.0,3503.0,"",rr,160.1,103
2481,o8a,o8aa0b,2013-10-17T17:16:17,18O,8018,a,2004,V.Z.Goldberg,"V.Z.Goldberg+(2004), Jour. Physical Review, Part C, Nuclear Physics, Vol.69, p.024602","18O(a,a0)18O","EBS","D0352002",2612.0,15320.0,"",mb,180,801
2482,o8a,o8aa0c,2013-10-17T17:18:30,18O,8018,a,2004,V.Z.Goldberg,"V.Z.Goldberg+(2004), Jour. Physical Review, Part C, Nuclear Physics, Vol.69, p.024602","18O(a,a0)18O","EBS","D0352003",3296.0,4690.0,"",mb,126.8,111
2483,o8a,o8aa0d,2013-10-17T17:19:02,18O,8018,a,2004,V.Z.Goldberg,"V.Z.Goldberg+(2004), Jour. Physical Review, Part C, Nuclear Physics, Vol.69, p.024602","18O(a,a0)18O","EBS","D0352003",4693.0,5252.0,"",mb,136.1,39
2484,o8a,o8aa0e,2013-10-17T17:19:29,18O,8018,a,2004,V.Z.Goldberg,"V.Z.Goldberg+(2004), Jour. Physical Review, Part C, Nuclear Physics, Vol.69, p.024602","18O(a,a0)18O","EBS","D0352003",3321.0,5262.0,"",mb,143.5,142
2485,o8a,o8aa0f,2013-10-17T17:20:09,18O,8018,a,2004,V.Z.Goldberg,"V.Z.Goldberg+(2004), Jour. Physical Review, Part C, Nuclear Physics, Vol.69, p.024602","18O(a,a0)18O","EBS","D0352003",2611.0,3304.0,"",mb,145.8,74
2486,o8a,o8aa0g,2013-10-17T17:20:40,18O,8018,a,2004,V.Z.Goldberg,"V.Z.Goldberg+(2004), Jour. Physical Review, Part C, Nuclear Physics, Vol.69, p.024602","18O(a,a0)18O","EBS","D0352003",2610.0,4684.0,"",mb,152.1,173
2487,o8a,o8aa0h,2013-10-17T17:21:12,18O,8018,a,2004,V.Z.Goldberg,"V.Z.Goldberg+(2004), Jour. Physical Review, Part C, Nuclear Physics, Vol.69, p.024602","18O(a,a0)18O","EBS","D0352003",2628.0,5268.0,"",mb,155.3,106
2488,o8a,o8aa0i,2013-10-17T17:21:38,18O,8018,a,2004,V.Z.Goldberg,"V.Z.Goldberg+(2004), Jour. Physical Review, Part C, Nuclear Physics, Vol.69, p.024602","18O(a,a0)18O","EBS","D0352003",3324.0,4682.0,"",mb,160.3,102
2489,o8a,o8aa0j,2013-10-17T17:22:07,18O,8018,a,2004,V.Z.Goldberg,"V.Z.Goldberg+(2004), Jour. Physical Review, Part C, Nuclear Physics, Vol.69, p.024602","18O(a,a0)18O","EBS","D0352003",2639.0,5253.0,"",mb,166.9,103
2490,o8a,o8aa0k,2013-10-17T17:22:35,18O,8018,a,2004,V.Z.Goldberg,"V.Z.Goldberg+(2004), Jour. Physical Review, Part C, Nuclear Physics, Vol.69, p.024602","18O(a,a0)18O","EBS","D0352003",2559.0,5272.0,"",mb,174.9,211
2491,o8a,o8aa0l,2013-10-17T17:38:34,18O,8018,a,1968,S.Gorodetzky,"S.Gorodetzky+(1968), Jour. Journal de Physique, Vol.29, p.271","18O(a,a0)18O","EBS","D0272002",2874.0,4975.0,"",mb,77.5,146
